ID,SMILES,LogP
5136,N1=C2C(=NN1C(CCCC)C)C=CC=C2,5.17
5137,C1(=CC=CN=C1)C(NC=2C=CC=CC=2)=O,3.325
5138,C1CC1C(NC(C=2C=CC=CC=2)C)=O,3.296
5139,C1(=NC([N+](=O)[O-])=C(Br)N1C)C,1.557
5140,ClC1=C(OC)C(=CC(Cl)=C1)Cl,5.809
5141,CN(C)C=1C=CC(=CC=1)NC(C)=O,2.374
5142,C1CCCCC1CC(=O)N(CC)CC,4.672
5143,CC(C)C=1C=C(C(C)=CC=1O)Cl,4.761
5144,C1(=S)C=C(SS1)C2=CC=CC=C2,5.565
5145,CC(C)(C)C=1C(OCC(O)=O)=CC=CC=1,4.726
5146,CN(C(=O)C)N=NC=1C=CC(=CC=1)CC,4.542
5147,C1(C)=CN(CCCC)C(=O)NC1=O,2.231
5148,C=1C=CC=C(C)C=1C(C2=CC=CC=C2C)=N,4.216
5149,N1=C2C(C(=O)O)=C(Cl)C=CC2=CC(C)=C1,2.288
5150,N1C(=O)C(C(NC1=S)=O)(C)C,1.851
5151,C=1C=2C(C=CC=1)=NN(N=2)CCCCCO,3.531
5152,C1(=O)NC(NC(=O)C1(C=2CCCCC=2)C)=O,3.015
5153,C=1C=NC2=CC=C3N(C(=NC)NC3=C2C=1)C,3.352
5154,O=S(=O)(C=1C=CC(=CC=1)NC(C)=O)F,3.806
5155,C=1([N+](=O)[O-])C=CC(O)=C(C)C=1[N+]([O-])=O,4.126
5156,N1C=2C(NC3NC=4C(NC13)=NON=4)=NON=2,1.607
5157,C1CCCCC1N(C(SCC)=O)CC,5.281
5158,O(CCC#C)CN1C=CN=C1C=NO,2.133
5159,O=S(=O)(C=1C=CC(C(NC)=O)=CC=1)N,0.955
5160,CN(C)N=NC=1C(=CC=C(C(=O)N)C=1)OC,1.823
5161,CC=1C=C(N(N=1)C=2N=C(C=C(C)N=2)C)OC,2.211
5162,[N+]([O-])(C1=CC=C2C(C=CC=N2)=C1)=O,2.873
5163,C=1C(=CC=C(C=1OC)OC)CC(N)C,2.85
5164,C1=C(OC(=C1)C=CBr)[N+]([O-])=O,4.176
5165,[O-][N+](C=1C=C(C(NN)=CC=1)[N+](=O)[O-])=O,2.815
5166,CC(C)OC(=O)NC1=CC=CC=C1,4.029
5167,N(CC1=CC=CC=2C=CC=CC1=2)=C=S,6.041
5168,C1(=CC=CC=C1)N(C2=CC=CC=C2)N,4.282
5169,[N+]([O-])(=O)C1=CC=C(C=C1)OCC(=O)O,3.459
5170,C=1C=C(C=CC=1)N(C2=CC=CC=C2)C(=O)N,2.297
5171,N1C(=N)SC2=CC=3SC(NC=3N=C12)=N,3.256
5172,C(CC)OC(=O)CCC(=O)OCCC,3.463
5173,CN(C)C(COC(=O)C=1C=CC=CC=1)=O,2.839
5174,CCN(CC)C1=CC(=CC=N1)C(NN)=O,2.919
5175,C1=CC=2C(=C3C(C=CC=C3)=CC=2)S1,5.496
5176,CC1(C)CC=2C(=C([N+]([O-])=O)C=CC=2)O1,5.174
5177,CC1=CC=CC2=C1CC3=CC=CC=C23,6.245
5178,C(C(CN1C2CCOCC12)O)N3C=NC=C3,2.098
5179,CN(C)C(OC=1C=C(C=CC=1)C#N)=O,3.844
5180,C1CCCCN1C(=O)C2=CC=C(C)C=C2,4.196
5181,CC(C)OC(N1C(=O)NC(C(F)=C1)=O)=O,1.965
5182,OC(=O)C(NC(=O)N(N=O)CCCl)C,2.104
5183,C(#CC=CC(=O)OC)C#CC=CC,3.703
5184,C(C(O)(C=1C=CC=CC=1)C2=CC=CN=C2)C#C,3.185
5185,C=1C=CC=C(C#CC=2N=C(C)SC=2)N=1,3.345
5186,ClC1=C(Cl)C(=CC(Cl)=C1)OC,5.34
5187,C=1C=CC=CC=1C2=NON=C2[N+]([O-])=O,3.623
5188,C=1C(=CC=C(CN2C(NC=C2)=S)C=1)O,2.382
5189,CN(C)C(=O)NC=1C=CC(=CC=1)F,2.201
5190,C(C)CC(N1N=CC2=C(O)N=CN=C12)=O,2.396
5191,CN(C)C=1C(=CC(=CC=1)OC(NC)=O)C,3.04
5192,C(O)C(COC1=CC=CC=C1C)O,3.06
5193,FC1=CC=CC(C2OCCNC2)=C1,3.064
5194,S(C1=NN=C(C(=O)N1N)CCC)C,2.484
5195,C=1C=CC=C(OC)C=1NCC(=O)N,2.386
5196,C1=CC(C(C=2C=CC(=CC=2)O)=O)=CC=C1,4.655
5197,C(CC)CCCCCCCCCCC,8.537
5198,CN(C)CCC(=O)C=1SC(=N)NC=1C,2.979
5199,C=1(N(C([N+](=O)[O-])=CN=1)CCNC(C)=O)C,0.963
5200,CN(C)C(NC=1C=CC=C(C(C)=O)C=1)=O,2.345
5201,N1(C)C(=O)C(C=2C=CC=CC=2)OC1=O,1.953
5202,C1(=CC=C(Cl)C(=C1)N)OCC(=O)O,2.411
5203,C1=C(OC(C=CC(OC)=O)=C1)[N+]([O-])=O,3.394
5204,N(=NNC=1C=CC(=CC=1)C(=O)N)C,1.593
5205,[N+]([O-])(=O)C1=CC=C(C=C1)NC(NN)=O,1.253
5206,CC(C)CN(CC(C)C)C(SCC)=O,5.906
5207,C1=C2C(=CC=C1)OC3=CC=CC=C3N2,5.154
5208,C(=O)(NC)OC=1C=C(C)C(C)=CC=1,4.058
5209,O(C1=CC=CC=C1C)CC2OC(=NC2)N,3.104
5210,C=1C=C(C(NC(=O)C)=CC=1)C(O)=O,2.697
5211,C=1(C)C(C=2C(=CC=CC=2)OC=1C)=O,3.838
5212,NC(CC1=CNC=2C=CC=CC1=2)C(O)=O,0.665
5213,CN(C)C1=CC(=CC=C1)COC(N(C)C)=O,4.015
5214,O=C(O)C1=CC=C(CC(=O)N)C=C1,1.741
5215,C1=C2C(C3=NC=CC=C3C=C2)=CC=C1,4.543
5216,CN(C)C(N1C(NC(=O)C(F)=C1)=O)=O,1.213
5217,C(CCCCCCO)CCCCCCC,7.415
5218,CC(C)CC(C=1C=CC=CC=1)CNC,4.803
5219,C1(O)=CC=CC=C1I,3.78
5220,CN(C)CCCNC(=O)C=1C=CC=CC=1,2.677
5221,N(C(C=1C=C2C(=CC=1)OCO2)=O)N,2.041
5222,C(NC(CC1=CC=CC=C1)C(NC)=O)(=O)C,1.77
5223,C=1C=CC=CC=1C2=NO[N+]([O-])=C2CO,2.555
5224,C1=C(C)C(=CC=C1OC(NC)=O)SC,3.635
5225,C=1(N(C([N+](=O)[O-])=CN=1)CCOC(C)=O)C,1.366
5226,CC(C)OC=1C=CC(=CC=1)CC#N,4.031
5227,O=S(=O)(CC)C1=NO[N+]([O-])=C1C,2.273
5228,C=12CCC=C3C=1C=4C(C=C3)=CC=CC=4C=C2,6.246
5229,CC(C)C=1C(NC(C)=O)=CC=CC=1,2.808
5230,S=C1C(CC)=C(SS1)C,4.742
5231,BrC1=NC(=C([N+](=O)[O-])N1C)C,2.175
5232,C1COCCN1CCCNC(=O)C=C,2.13
5233,O=C(C)C(C(=O)C)=CC=1C=CC=C(OC)C=1,2.888
5234,C1CC2(CCN1CC2)C3=CC=CC=C3,3.308
5235,N#CC(C#N)=CC=1OC(=CC=1)Br,3.186
5236,CC1=NN=C(O1)SCC2=CC=CC=C2,3.014
5237,CC(C)N(C(C)C)C(=O)C=1C=CC=CC=1,4.715
5238,C1=2C=C(OC1=CC=CC=2)C(=O)NC,3.071
5239,CN(C)C=1N=CN=C2SC=CC=12,3.332
5240,OC(=O)C(CC1=CC=C(C=C1)O)N,-0.496
5241,CC1(C)OC=2C(=CC=CC=2O1)OC(=O)NC,4.444
5242,C1(=CC=CC=C1Br)O,4.062
5243,ClC(Cl)C(NC1=CC=C(O)C=C1)=O,2.272
5244,C1(=CC=CC=C1Cl)OC2=CC=CC=C2,5.841
5245,[N+](=O)([O-])C1=CC([N+]([O-])=O)=CC=C1Cl,3.611
5246,CN(C)N=NC1=CC=C(C=C1)OC,3.527
5247,C=1C=C2C3=CC=CC=C3N=CC2=CC=1,5.065
5248,S(C1=NN=C(C(=O)N1N)CC)C,2.469
5249,N1C=2N(COC)C=NC=2C(N(C)C1=O)=N,0.307
5250,C=1C=CN=C2C=CC3=C(C=CC=N3)C=12,3.007
5251,O(C(=O)OC=1C2=C(C=CC=1)C=CC=N2)CC,2.903
5252,C1(C=2C=CC=CC=2)C(=O)NC(=O)N1,2.868
5253,C(N)(=O)CCCCN1N=NC2=CC=CC=C12,2.081
5254,C=1C=C(C(OCCCCC)=O)C=CC=1N,4.489
5255,[N+]([O-])(C1=CC=C(Cl)C(N)=C1)=O,3.634
5256,FC(F)(CO)CN1N=C([N+](=O)[O-])N=C1,1.268
5257,C=12C(=CC=CC=1)CC=3C(=CC=CC=3)C2,5.686
5258,C(CN(CCC)C(=O)SCCC)C,5.113
5259,C1=CC=C2C(N(CCCCC)N=N2)=C1,4.157
5260,N(C(OC)=O)C1=CC=CC(=C1)Cl,3.257
5261,C(=[N+](C)[O-])C=1N(C)C([N+]([O-])=O)=NC=1,1.568
5262,C1C2C(C3=CC=CC=C3)C(NCC)C1CC2,5.167
5263,C1CCCCN1CCC2=CC=CN=C2,3.493
5264,CN(C)C=1C(=O)C=2C(=CC=CC=2)C(=O)C=1,2.907
5265,C=1C(Cl)=CC=C(C=NOC(NC)=O)C=1,3.707
5266,C1(OC(OC(OC(O1)C)C)C)C,1.564
5267,C=1C=CC(=CC=1)C=C([N+](=O)[O-])CC,3.926
5268,O(N(C(NC1=CC=CC(F)=C1)=O)C)C,2.932
5269,CC(C)OC(=O)NC=1C=C(C=CC=1)Cl,4.824
5270,C1(SC2=CC=CC=C2)CC(=O)N1,2.991
5271,O(CCCC1=CC=CC=C1)C(=O)N,3.299
5272,C=1C=CC=C(C2=CN=C3C=CC=CC3=N2)C=1,4.894
5273,CC(C)([N+](=O)[O-])C=NOC(=O)NC,1.744
5274,FC(F)(F)C1=CC(=CC=C1)NC(OC)=O,4.292
5275,C1CC(CCC1)=C2C(=O)CCCC2,5.194
5276,CC(C)C=1C=CC(=CC=1)OCC(=O)O,4.245
5277,C1=CC=CC2=CC=3C(N=C12)=CC=C(N)C=3,4.422
5278,C(S(=O)C=1C(=CN=CC=1Cl)Cl)C,3.417
5279,N1(C(=O)C=C(N1C=2N=C(C=C(C)N=2)C)C)C,2.192
5280,CN(C)N=NC1=CC=C(C=C1)CC(O)=O,2.569
5281,N1C(=O)C(C(C1=O)=O)C=2C=CC=CC=2,3.684
5282,C1=C(NC(=O)C)C(Br)=CC=C1,3.122
5283,C1COCCOCCOC2=CC=CC=C2O1,3.176
5284,FC(F)(F)C1=CC=CC=C1C(=O)N,1.543
5285,C1(=CC=CN=C1)CCCCN=C=S,4.32
5286,[O-][N+]=1C2=C(C=CC=C2)C(Cl)=CC=1,2.399
5287,C1(C(C(O)=O)(N)C)=CC=CC=2C=CC=CC1=2,1.557
5288,C=1(C(=NC=2C(NNC(=N)C=2N=1)=N)C)C,3.057
5289,C=1C=CC=C(OC=CC(OC)=O)C=1Cl,4.781
5290,C=1(C=C(C(=CC=1)OC)OC)C(O)=O,2.955
5291,C=1C=C(N)C=C2C=1C(N(O)C2=O)=O,1.94
5292,OC(C(CC(C1=CC=CC=C1)=O)C)=O,3.074
5293,CN(C(=O)C)N=NC=1C=CC(=CC=1)OC,4.172
5294,C(#N)C(C#N)=NNC=1C(=CC=CC=1)[N+](=O)[O-],5.358
5295,N(C=1C(=C(C=CC=1)Cl)C)C(C)=O,3.38
5296,CC(C)(C)C1=CC(C(C)(C)C)=CC=C1O,6.497
5297,C1CCCCC(CCCCCC1)=O,5.348
5298,C12CC3(CC(C1)CC(C3)C2)N4C=CN=C4,4.211
5299,CC(C)CC(CC1=CC=CC=C1)N,4.448
5300,O=S(=O)(C=1C=2C(=CC=CC=2C=CC=1)O)O,2.048
5301,C1CCN1N=NC2=CC=CC=C2C(N)=O,4.289
5302,C(C)NC(C1=CNC=2C=CC=CC1=2)=O,3.311
5303,OCCCCN1C(C)=C(O)C(C=C1)=O,0.537
5304,O(C1=CC=C2C(=C1)N=CC=N2)CC,3.991
5305,C1(=CC=CC=C1OC)OCC(O)=O,2.61
5306,C=1(C=CC=C(NC(OC)=O)C=1)[N+](=O)[O-],3.875
5307,CN(C)N=NC=1C=C(C=CC=1)C(O)=O,2.31
5308,CON(C(NC=1C=CC(F)=CC=1)=O)C,2.721
5309,O=S(=O)(C)NC=1C=CC(=CC=1)Cl,3.688
5310,CC(C)CC(C(N)=O)NC(C)=O,1.198
5311,C1=CC(=CC=C1Cl)C=2CCN(C)CC=2,4.74
5312,C(N1C=C(N=C1)[N+]([O-])=O)C2=CC=CC=C2,3.341
5313,C=1C=C(C(OCCC)=O)C=CC=1N,3.973
5314,C=1C=CN(C=1)C(C(=O)O)C2=CC=CC=C2F,3.819
5315,OC(C=CC1=CC=C(C=C1)OC)=O,3.952
5316,CN(C)C=1C=CC=C(C=1)NC(=O)C,2.974
5317,CN(C)C(NC1=CC(=CC=C1)CCCC)=O,5.098
5318,O=S(=O)(NC(=O)N)C=1C=CC=CC=1,1.76
5319,[N+](=O)([O-])C=1C(=CC=C([N+]([O-])=O)C=1)O,2.974
5320,C=1C=CC=CC=1C2(CC)C(NC(=O)CC2)=O,3.343
5321,C1=C(C2=C(C=CC=N2)C(=C1)COC)O,3.251
5322,C=1C=2C(=CC=CC=2C(=CC=1)Cl)Cl,5.874
5323,C(CC(CC#C)(O)C=1C=NC=CC=1)#C,2.63
5324,C=12CCCC=1C(N3C(CCCC3)=N2)=O,1.884
5325,C=1(C=CC(=CC=1)CC(O)=O)CCCCCC,6.272
5326,N1=C2C(=NN1C(CC(=O)O)C)C=CC=C2,0.881
5327,CN(C)C(=O)OC=1C=CC(=CC=1)C,3.434
5328,C(#N)C(C#N)=NNC1=CC=C(C)C=C1,4.373
5329,BrC=1C=CC=C(C(NN)=O)C=1,2.444
5330,N1(CCC2=C(C=CC=C2CC1)Cl)C,4.318
5331,O=C1NC(N(C=2C=CC=CC=2)C1)=O,2.083
5332,C=1C=CC=C2NCC=3C(=CC=CC=3)CC=12,4.555
5333,C=1C=C(C(NC(=O)NN)=CC=1)[N+](=O)[O-],1.003
5334,N(C1=CC=CC(=C1OC)Cl)C(C)=O,2.854
5335,CC(C)C=1C=CC=C(OC(NC)=O)C=1,4.09
5336,CN(C)C=1C=CC=C(OC(=O)N(C)C)C=1,3.231
5337,CN(C)N=NC1=C(C(=O)OCC)N=CN1,2.137
5338,O=[N+](C=1C=CC=C(OC)C=1C(N)=O)[O-],1.145
5339,FC(F)(F)C(CC(C1=CC=CS1)=O)=O,3.02
5340,CC(C)=CCCC(OC(C)=O)(C)C=C,5.339
5341,NC(NN=CC1=CC=CC(O)=C1)=S,3.07
5342,ClC=1C(Cl)=CC(=CC=1)C2=CC=CC=C2,6.629
5343,C1CCN(C1)CC(C=2C=CC=CC=2)O,2.745
5344,C#CC(OC(=O)N)C=1C=CC=CC=1,2.671
5345,OC(O)C=1OC=2C(C(=O)C=1)=CC=CC=2,2.705
5346,C1=C(N=C(C)N=C1N2C(=O)C=C(C)N2C)C,0.831
5347,C=1C=CC=2C=C(C=[N+](C=2C=1)[O-])[N+]([O-])=O,2.48
5348,C=1(C=CC(=CC=1)Cl)C=2C=C(C=CC=2)Cl,5.501
5349,C1(Cl)=C(C(=CC=C1)OC(NC)=O)Cl,3.957
5350,C1=C2C(C=CC(C2=CC=C1C)=O)=O,3.812
5351,C1(=CC=C(C=C1)NC(=O)C)OCC,3.213
5352,BrC=1N=C(NC=1[N+](=O)[O-])C,2.435
5353,CC(C)C1=C(NC(=O)N)C(C(C)C)=CC=C1,3.949
5354,C1=C(C)C(=CC(Cl)=C1)NC(=O)C,3.083
5355,C(C)(=O)C1=CN(C2=C1C=CC=C2)C,3.839
5356,C=1C=C2C(=CC=1)SC3=CC=CC=C3C2,5.022
5357,CC(C)(C)C1CCC(CC1)OC(=O)C,6.043
5358,C1=C(C=NC=C1)CN2C(NC#N)=NCC2,2.259
5359,ClC1=CC=C(NC(NC)=O)C=C1Cl,4.466
5360,CC(C)CCOC1=CC(=CC=C1C(=O)O)N,3.524
5361,C(C)C1(CC)C(=O)NCC(C)C1=O,2.18
5362,C1(NC(NC(=O)C1(C(C)CC)CC)=O)=O,3.128
5363,C(#CC=1N=CSC=1)C2=CC=CC=C2,3.634
5364,ClC1=CC=C(Cl)C=C1Cl,5.189
5365,C(CO[N+](=O)[O-])OCCO[N+](=O)[O-],2.874
5366,O=C(O)C1=NC(Cl)=CC=C1Cl,2.625
5367,C1CN(CCC1)C=2C=CC(C(=O)C)=CC=2,4.668
5368,C1=C(C=CC=C1)C#CC#CC=CC=O,7.17
5369,CC(CC(=O)N)N1C2=CC=CC=C2N=N1,2.229
5370,FC=1C(F)=C(F)C(F)=C(F)C=1F,3.714
5371,O(C1=CC=C(C=C1)C=O)C(NC)=O,1.584
5372,O=C1NC(NC(=O)C1(CCCC)CC)=O,3.439
5373,C=1C=CC(NC(OCCCC)=O)=CC=1,4.687
5374,C=1(C(=C(Cl)C=CC=1)C2=CC=CC=C2)Cl,6.949
5375,OC=1C(=CC(=CC=1O)C(OC)=O)O,2.937
5376,O=S(=O)(C1=CC=CC=C1)NC=2C=NNC=2,2.774
5377,C=1(Cl)C(=CC=CC=1)C=CC(C)=O,3.37
5378,CC(C)(C)C1(C(NC(NC1=O)=O)=O)C,3.025
5379,O=C1N(C=CC(=O)N1)C2OC(C=C2)CO,0.29
5380,O=C(O)C=1C(=CC=C(Cl)C=1)O,4.38
5381,O=S1(=O)NC(C2=CC=CC=C12)=O,1.356
5382,C=1(N=NN(C)CC=C)C(=CC=CC=1)C(N)=O,3.921
5383,O=C(C(C)=C)OCCCOC(=O)C(C)=C,3.228
5384,CC(C)C1=NN=C(SC)N(N)C1=O,2.434
5385,OC(CC(CC(O)=O)(O)C(=O)O)=O,0.197
5386,C=1C(=CC=C2C(C)=CC(=O)OC=12)O,3.545
5387,O=S(=O)(C1=CC=CC=C1)C=2C(=NON=2)C,3.98
5388,N=C1NC(=N)N=C(N1)C2=CC=C(C=C2)Cl,3.531
5389,CC1(C)C(C1C=C(C)C)C(OC)=O,4.765
5390,O=C(NNC=1C=CC(=CC=1)N=NC(=N)N)N,2.752
5391,C(C)N(CC)C(=O)C1=CC=CC=C1C,3.447
5392,CN(C)C1=C(N(C)C(=O)N(C1=O)C)C,2.527
5393,C12=C(C=CC=C1)C(NC(=O)NN)=CC=C2,2.308
5394,C=1C(Cl)=CC=C([N+](=O)N=C=[N-])C=1,3.595
5395,C1=C(N)C=C([N+]([O-])=O)C(=C1)Cl,3.411
5396,C1=CC=CC2=C1C(=CC=C2)OCC(O)=O,4.109
5397,N(C1=CC=CC(OC)=C1)C(=O)NC,2.892
5398,C1(=CC(Cl)=CC=C1NC(=O)C)Cl,3.947
5399,[O-][N+](=O)C=1C(=C(C)SC=1S(=O)C)C,4.05
5400,CC1CN(CC(O1)(O)C2=CC=CC=C2)C,3.713
5401,O=S1(=O)N=C(NC2=C(C=CC=C12)C)C,2.088
5402,C=1(C=CC=C(C=1)C=NNC(N)=N)[N+](=O)[O-],1.564
5403,C1C2(CC3(CC(CC1C3)(CC)C2)N)CC,5.853
5404,CC(C)N=C1NC(=NC)NC(SC)=N1,4.315
5405,C1(C)C=2C(C3(N)CC=CCC3C1)=CC=CC=2,4.827
5406,O=C(NC)OC=1C=2C=CC=CC=2C=CC=1,3.856
5407,[NH+](=CC(NC(CN=CCC)=O)=O)[NH-],1.246
5408,C1(=O)C=CC(=O)N1CCCC(=O)O,1.708
5409,C1=C(C=CC=C1)C=2C(=NO[N+]=2[O-])C=O,2.998
5410,C=1(C=CC=CC=1)NNC=2C=CC=CC=2,4.579
5411,C1=CC=2C=CC3=CC=CC=C3C=2C(C)=C1,7.273
5412,C1(=NC([N+](=O)[O-])=C(N1C)Cl)C,1.596
5413,C(COC)OC(C1=CC=CC=C1)=O,3.724
5414,C1CCC(C1)N2C=3C(=CC=CC=3)N=N2,3.469
5415,CC=1C(C)=C(NC(=O)C)C(C)=C(C)C=1O,2.447
5416,O=S(=O)(N)C1=CC=C(N)C=C1,0.634
5417,OC1(O)C(=O)C=2C(C1=O)=CC=CC=2,2.216
5418,CC(C)(C)C1=CC=C(C=C1)OC(=O)NC,4.165
5419,OCC1C(C(C(C(O)O1)O)O)O,-1.677
5420,CC(C)(C(N)=O)SCCCC,3.391
5421,C=1(C(O)=CC=C(CCCCC)C=1)O,3.816
5422,C1(=CC=CC=C1)C(NCC(=O)O)=O,1.289
5423,N(C1=CC=CC(=C1)Cl)C(NN)=O,2.429
5424,CN(C)C1=CC=C(C=C1)S(=O)(=O)N,1.988
5425,C=1(C=C(C(=CC=1)O)O)C(CCCCC)O,3.817
5426,N#CC(C#N)=NNC1=C(C)C=CC=C1C,4.319
5427,CN(C)C(OC1=CC=C(C(=O)C)C=C1)=O,2.676
5428,O=S(=O)(C)C=1C=C(C=CC=1)NC(N)=O,1.14
5429,C=1C(F)=CC=C(C(CC(=O)O)CN)C=1,-0.143
5430,C=1C=C(C=2N=CC=CC=2C=1[N+]([O-])=O)O,3.357
5431,C1=CC=C2C(=C1)C(C=3C(=CC=CC=3)S2)=O,5.354
5432,C(Br)CCBr,3.773
5433,C1=CC(NC(=O)NO)=CC=C1Cl,2.844
5434,CN(C)C(OCC1=CC=C(C=C1)OC)=O,3.892
5435,C=1C=C(C(C)=O)C(Br)=CC=1,3.801
5436,C=1C=C2C(=CC=C3C=CC=4C(=C23)C=1C=CC=4)N,5.617
5437,C1(=CC=C(Cl)C=C1OC(NC)=O)Cl,4.181
5438,CN1C(C(CCC)(CC)C(NC1=O)=O)=O,3.239
5439,C1(=O)NC(NC(=O)C12CCCCC2)=O,2.362
5440,C=1(C=CC=C(CC(=O)O)C=1)[N+](=O)[O-],2.898
5441,C=1C=C2CCC3=CC=CC=C3C2=CC=1,6.139
5442,C1CCCCN1C=2NC(=N)[N+](=C(N)C=2)[O-],2.729
5443,C=12C(=NN(N=1)C(C(=O)OCC)C)C=CC=C2,3.764
5444,O=S1(=O)N=CNC2=CC=C(C=C12)Cl,2.642
5445,O1CC(C(CC)C1=O)CC=2N(C)C=NC=2,1.807
5446,CN(C)C(C1=CC=C(OC)C=C1)=O,2.35
5447,C1CC1NC(=O)NC=2C=CC=CC=2,2.715
5448,C(#N)C1=CC=C([N+](=O)N=C=[N-])C=C1,2.533
5449,C1(=CC=CC=C1)C(=O)NCNCC,2.61
5450,C1(C(=O)C=2C(C(=O)N1C)=CC=CC=2)=O,2.0
5451,CC(C)N(C(=O)NC1=CC=CC=C1)N=O,3.905
5452,C1(=CC=CC=C1)C(NCC(=O)OC)=O,2.051
5453,CC(C)NNC(=O)C(OC1=CC=CC=C1)C,2.421
5454,FC(F)(F)C=1C=CC([N+](=O)[O-])=CC=1,4.136
5455,CC=1N2C(=NC(=C(C2=O)C)CC)C=CC=1,2.285
5456,O=S(=O)(C=1C=2C=CC=CC=2C=CC=1)C,3.178
5457,C=1(N2C(C(=C(N)C=N2)Cl)=O)C=CC=CC=1,2.632
5458,CN(C)C1=NC(N(C)C)=NC(N(C)C)=N1,4.614
5459,FC(F)(F)C=1C(NC(NC=1)=O)=O,0.853
5460,C(C1=CC=C(C=C1)NC(=O)C)CC,3.249
5461,C1=C(C(=CC(OC)=C1)OC)C2=NC=CN2,3.278
5462,CN(C)C(=O)OC1=CC=CN=C1[N+]([O-])=O,1.559
5463,O=C(O)C=1C(C(=O)O)CC(C)CC=1C,2.767
5464,C=1C=CC=CC=1CC(C(C)=O)C(=O)OCC,4.273
5465,CC1=NO[N+]([O-])=C1C2=CC=CC=C2,3.969
5466,C=12C=CC=CC=1C=CC=C2OC(C)=O,5.399
5467,C1CC(CCC1)C2C=3C(C(=O)O2)=CC=CC=3,4.735
5468,C(CC)CCC(NC(=O)C)C(OC)=O,2.726
5469,C=1(Cl)C(=CC=CC=1)C=C[N+](=O)[O-],4.47
5470,NC1=C([N+]([O-])=O)C=CC2=C1C=CC=N2,2.762
5471,C(=O)(NC=1C(=CC=CC=1)C(O)=O)NN,0.525
5472,C=1NC(C=C(C=1)C(NN)=O)=NC(=O)C,-0.404
5473,C(C)CCCCN1N=NC2=CC=CC=C12,3.706
5474,C1(OCCCC)=CC=C(C=C1)C(=O)N,4.313
5475,C(O)C(CO)(CO)CBr,0.662
5476,CN(C)C(=O)OC1=CC=C(C=C1)C#N,3.073
5477,C1=C(N(C=2C=CC=C(CC)C=2)C(C1)=O)O,2.057
5478,O(N(C(NC1=CC=CC(=C1)CO)=O)C)C,1.636
5479,C(C)CC1=CC=CC(OC(=O)NC)=C1,3.823
5480,C=1NC2=C(C=CC=C2)C=1CCC(=O)NC,2.643
5481,CC=1N=C2C([N+]([O-])=O)=CC=CC2=CC=1,3.219
5482,N1=C(C=NO)N=C(O1)C2=CC=CC=C2,3.775
5483,C1(Cl)=C(C([N+]([O-])=O)=CC=C1)Cl,4.207
5484,C1(Cl)=C(Cl)C(NC(=O)C)=CC=C1,3.603
5485,N1C=2C=C(C(=CC=2NC(=O)C1=O)C)C,2.819
5486,C1=2C(C=CC=C1)=NN(N=2)CCC(OCC)=O,3.247
5487,C12=CC=CNC1=CC(=C3C2=NC(N3C)=N)C,3.329
5488,CC1CCC(C)N1C(NC=2C=CC=CC=2)=O,3.977
5489,C1=2OC=C(C1=C3C(=C(C)C=2)C=CC(O3)=O)C,3.706
5490,N=1[N+](=O)C=2C(N([O-])C=1OC)=CC=CC=2,1.699
5491,O(C=1C(=CC=CC=1)OCC(CO)O)C,2.556
5492,C1(C)=NC2(CCC=CN2C(=O)C1)C,2.185
5493,CN(C)C(NC=1C=CC([N+](=O)[O-])=CC=1)=O,2.91
5494,O(C(C(=O)C=1SC=CC=1)=O)CC,3.327
5495,C1=CC=CC2=CC=C(C=3C=CC=CC=3)N=C12,5.515
5496,CN(C)C(=O)OC=1C=CC(CCC)=CC=1,4.771
5497,C(CCl)N(CCCl)C1=CC=CC=C1,4.255
5498,CC(C)C1OC(C=2C1=CC=CC=2)=O,3.458
5499,O1NC(C(N1)=NC(C2=CC=CC=C2)=O)=N,2.884
5500,C1(C)=CC=C(Cl)C(NC=2NCCN=2)=C1,3.261
5501,OC(O)C(C=1C=CC(OC)=CC=1)=O,1.758
5502,[N+](C=1C(=C([N+](=O)[O-])C=CC=1)C)(=O)[O-],2.834
5503,C1=CC=CC=2C(=CC=NC1=2)[N+](=O)[O-],3.422
5504,N(C(N)=O)=C1NC2=CC=CC=C2N=C1,2.357
5505,C1=C(C=C(OCC)C(C(=O)O)=C1)N,2.567
5506,C(=O)(NC)OC1=CC=C(C=C1)OCCCC,4.194
5507,OC1=C(C)N(C=CC1=O)C=2C=CC=CC=2,2.254
5508,CC(C)CC(C(=O)NC)NC(C)=O,1.139
5509,[O-][N+]=1C=2C(F)=CC=CC=2C([N+]([O-])=O)=CC=1,2.409
5510,C1=CC=C(C=2CCNCCC1=2)Cl,3.954
5511,N1C=C(C(=O)OC)C2=C1C=CC=C2,4.138
5512,O=S(=O)(N)NC(CC1=CC=CC=C1)=O,1.662
5513,C1(=C([N+](=O)[O-])C=CC=C1[N+](=O)[O-])N,4.156
5514,O=S(=O)(C1=CC=CN=C1)NC(N)=O,-0.064
5515,NC(=O)C(C(N)=O)(C=1C=CC=CC=1)CC,1.533
5516,C=1(C=CC=C(C(NN)=O)C=1)[N+](=O)[O-],1.351
5517,O(C1=CC=C(C=C1)Cl)C(NC)=O,3.11
5518,C1(=CC=CC=C1O)C=NNC(C)=O,2.895
5519,C(CC)CCCC(NC(=O)C)C(OC)=O,3.215
5520,CC1C(C)N(C(C)C(C)N1N=O)N=O,2.434
